Channel:Channel1
Capture Time:2019-04-05 11:34:51.199
Length:1400
Sample Rate:2GSa/s
Interval:500ps
Time Base:50ns/div
Delay:500us
Vertical Sensitivity:400mV/div
Vertical Offset:-1.5V
Channel:Channel4
Capture Time:2019-04-05 11:34:51.392
Length:1400
Sample Rate:2GSa/s
Interval:500ps
Time Base:50ns/div
Delay:500us
Vertical Sensitivity:500mV/div
Vertical Offset:-1.91V
ch1_time(s),ch1_value(V),ch4_time(s),ch4_value(V)
0.00049965,2.076,0.00049965,1.65
0.0004996505,2.06,0.0004996505,1.65
0.000499651,2.076,0.000499651,1.65
0.0004996515,2.06,0.0004996515,1.65
0.000499652,2.028,0.000499652,1.65
0.0004996525,2.028,0.0004996525,1.65
0.000499653,2.012,0.000499653,1.65
0.0004996535,1.996,0.0004996535,1.65
0.000499654,1.948,0.000499654,1.65
0.0004996545,1.916,0.0004996545,1.63
0.000499655,1.868,0.000499655,1.63
0.0004996555,1.836,0.0004996555,1.65
0.000499656,1.772,0.000499656,1.65
0.0004996565,1.708,0.0004996565,1.63
0.000499657,1.628,0.000499657,1.65
0.0004996575,1.564,0.0004996575,1.63
0.000499658,1.468,0.000499658,1.65
0.0004996585,1.372,0.0004996585,1.65
0.000499659,1.276,0.000499659,1.65
0.0004996595,1.212,0.0004996595,1.67
0.00049966,1.132,0.00049966,1.65
0.0004996605,1.068,0.0004996605,1.65
0.000499661,0.988,0.000499661,1.65
0.0004996615,0.924,0.0004996615,1.65
0.000499662,0.844,0.000499662,1.65
0.0004996625,0.812,0.0004996625,1.65
0.000499663,0.78,0.000499663,1.63
0.0004996635,0.764,0.0004996635,1.63
0.000499664,0.716,0.000499664,1.63
0.0004996645,0.7,0.0004996645,1.63
0.000499665,0.684,0.000499665,1.63
0.0004996655,0.668,0.0004996655,1.63
0.000499666,0.636,0.000499666,1.63
0.0004996665,0.62,0.0004996665,1.65
0.000499667,0.604,0.000499667,1.65
0.0004996675,0.62,0.0004996675,1.67
0.000499668,0.604,0.000499668,1.65
0.0004996685,0.588,0.0004996685,1.65
0.000499669,0.572,0.000499669,1.65
0.0004996695,0.556,0.0004996695,1.63
0.00049967,0.54,0.00049967,1.59
0.0004996705,0.524,0.0004996705,1.55
0.000499671,0.508,0.000499671,1.49
0.0004996715,0.492,0.0004996715,1.45
0.000499672,0.476,0.000499672,1.37
0.0004996725,0.46,0.0004996725,1.29
0.000499673,0.46,0.000499673,1.19
0.0004996735,0.46,0.0004996735,1.11
0.000499674,0.444,0.000499674,1.01
0.0004996745,0.444,0.0004996745,0.91
0.000499675,0.428,0.000499675,0.81
0.0004996755,0.428,0.0004996755,0.75
0.000499676,0.428,0.000499676,0.65
0.0004996765,0.428,0.0004996765,0.55
0.000499677,0.412,0.000499677,0.45
0.0004996775,0.412,0.0004996775,0.39
0.000499678,0.396,0.000499678,0.31
0.0004996785,0.396,0.0004996785,0.21
0.000499679,0.364,0.000499679,0.15
0.0004996795,0.364,0.0004996795,0.11
0.00049968,0.364,0.00049968,0.05
0.0004996805,0.38,0.0004996805,0.01
0.000499681,0.38,0.000499681,-0.01
0.0004996815,0.38,0.0004996815,-0.01
0.000499682,0.364,0.000499682,-0.05
0.0004996825,0.364,0.0004996825,-0.05
0.000499683,0.348,0.000499683,-0.05
0.0004996835,0.348,0.0004996835,-0.03
0.000499684,0.332,0.000499684,-0.05
0.0004996845,0.332,0.0004996845,-0.03
0.000499685,0.316,0.000499685,-0.01
0.0004996855,0.316,0.0004996855,-0.01
0.000499686,0.316,0.000499686,-0.01
0.0004996865,0.348,0.0004996865,-0.03
0.000499687,0.332,0.000499687,-0.03
0.0004996875,0.332,0.0004996875,-0.03
0.000499688,0.316,0.000499688,-0.05
0.0004996885,0.316,0.0004996885,-0.05
0.000499689,0.3,0.000499689,-0.05
0.0004996895,0.316,0.0004996895,-0.03
0.00049969,0.3,0.00049969,-0.05
0.0004996905,0.3,0.0004996905,-0.05
0.000499691,0.3,0.000499691,-0.05
0.0004996915,0.316,0.0004996915,-0.03
0.000499692,0.316,0.000499692,-0.05
0.0004996925,0.3,0.0004996925,-0.03
0.000499693,0.284,0.000499693,-0.03
0.0004996935,0.3,0.0004996935,-0.01
0.000499694,0.284,0.000499694,-0.03
0.0004996945,0.316,0.0004996945,-0.03
0.000499695,0.3,0.000499695,-0.03
0.0004996955,0.3,0.0004996955,-0.03
0.000499696,0.3,0.000499696,-0.05
0.0004996965,0.3,0.0004996965,-0.03
0.000499697,0.3,0.000499697,-0.03
0.0004996975,0.316,0.0004996975,-0.03
0.000499698,0.3,0.000499698,-0.05
0.0004996985,0.316,0.0004996985,-0.03
0.000499699,0.3,0.000499699,-0.05
0.0004996995,0.316,0.0004996995,-0.03
0.0004997,0.3,0.0004997,-0.03
0.0004997005,0.316,0.0004997005,-0.03
0.000499701,0.332,0.000499701,-0.05
0.0004997015,0.348,0.0004997015,-0.01
0.000499702,0.38,0.000499702,-0.03
0.0004997025,0.428,0.0004997025,-0.03
0.000499703,0.476,0.000499703,-0.03
0.0004997035,0.556,0.0004997035,-0.01
0.000499704,0.636,0.000499704,-0.03
0.0004997045,0.716,0.0004997045,-0.03
0.000499705,0.812,0.000499705,-0.03
0.0004997055,0.956,0.0004997055,-0.01
0.000499706,1.084,0.000499706,-0.03
0.0004997065,1.228,0.0004997065,-0.03
0.000499707,1.372,0.000499707,-0.03
0.0004997075,1.516,0.0004997075,-0.03
0.000499708,1.628,0.000499708,-0.05
0.0004997085,1.756,0.0004997085,-0.03
0.000499709,1.852,0.000499709,-0.05
0.0004997095,1.916,0.0004997095,-0.03
0.00049971,1.98,0.00049971,-0.03
0.0004997105,2.012,0.0004997105,-0.01
0.000499711,2.044,0.000499711,0.01
0.0004997115,2.044,0.0004997115,0.07
0.000499712,2.044,0.000499712,0.09
0.0004997125,2.044,0.0004997125,0.13
0.000499713,2.044,0.000499713,0.19
0.0004997135,2.012,0.0004997135,0.27
0.000499714,1.98,0.000499714,0.33
0.0004997145,1.948,0.0004997145,0.41
0.000499715,1.9,0.000499715,0.49
0.0004997155,1.852,0.0004997155,0.57
0.000499716,1.804,0.000499716,0.67
0.0004997165,1.756,0.0004997165,0.75
0.000499717,1.692,0.000499717,0.85
0.0004997175,1.66,0.0004997175,0.93
0.000499718,1.628,0.000499718,1.03
0.0004997185,1.644,0.0004997185,1.11
0.000499719,1.66,0.000499719,1.19
0.0004997195,1.692,0.0004997195,1.27
0.00049972,1.724,0.00049972,1.33
0.0004997205,1.772,0.0004997205,1.41
0.000499721,1.82,0.000499721,1.47
0.0004997215,1.852,0.0004997215,1.53
0.000499722,1.884,0.000499722,1.57
0.0004997225,1.916,0.0004997225,1.61
0.000499723,1.964,0.000499723,1.63
0.0004997235,1.98,0.0004997235,1.65
0.000499724,1.996,0.000499724,1.67
0.0004997245,2.012,0.0004997245,1.65
0.000499725,1.996,0.000499725,1.65
0.0004997255,1.964,0.0004997255,1.67
0.000499726,1.932,0.000499726,1.67
0.0004997265,1.916,0.0004997265,1.67
0.000499727,1.9,0.000499727,1.65
0.0004997275,1.9,0.0004997275,1.65
0.000499728,1.884,0.000499728,1.65
0.0004997285,1.9,0.0004997285,1.65
0.000499729,1.9,0.000499729,1.65
0.0004997295,1.916,0.0004997295,1.65
0.00049973,1.932,0.00049973,1.65
0.0004997305,1.964,0.0004997305,1.65
0.000499731,2.012,0.000499731,1.65
0.0004997315,2.028,0.0004997315,1.67
0.000499732,2.06,0.000499732,1.65
0.0004997325,2.076,0.0004997325,1.65
0.000499733,2.092,0.000499733,1.65
0.0004997335,2.092,0.0004997335,1.67
0.000499734,2.092,0.000499734,1.67
0.0004997345,2.076,0.0004997345,1.65
0.000499735,2.044,0.000499735,1.65
0.0004997355,2.028,0.0004997355,1.65
0.000499736,2.028,0.000499736,1.65
0.0004997365,2.028,0.0004997365,1.65
0.000499737,1.996,0.000499737,1.63
0.0004997375,1.964,0.0004997375,1.65
0.000499738,1.916,0.000499738,1.65
0.0004997385,1.868,0.0004997385,1.65
0.000499739,1.804,0.000499739,1.63
0.0004997395,1.756,0.0004997395,1.63
0.00049974,1.708,0.00049974,1.65
0.0004997405,1.628,0.0004997405,1.63
0.000499741,1.532,0.000499741,1.63
0.0004997415,1.452,0.0004997415,1.65
0.000499742,1.372,0.000499742,1.65
0.0004997425,1.308,0.0004997425,1.67
0.000499743,1.212,0.000499743,1.67
0.0004997435,1.132,0.0004997435,1.67
0.000499744,1.036,0.000499744,1.67
0.0004997445,0.972,0.0004997445,1.63
0.000499745,0.892,0.000499745,1.65
0.0004997455,0.86,0.0004997455,1.65
0.000499746,0.812,0.000499746,1.65
0.0004997465,0.78,0.0004997465,1.63
0.000499747,0.748,0.000499747,1.63
0.0004997475,0.732,0.0004997475,1.63
0.000499748,0.7,0.000499748,1.63
0.0004997485,0.684,0.0004997485,1.63
0.000499749,0.652,0.000499749,1.63
0.0004997495,0.636,0.0004997495,1.65
0.00049975,0.62,0.00049975,1.65
0.0004997505,0.62,0.0004997505,1.65
0.000499751,0.604,0.000499751,1.65
0.0004997515,0.604,0.0004997515,1.65
0.000499752,0.588,0.000499752,1.65
0.0004997525,0.572,0.0004997525,1.63
0.000499753,0.556,0.000499753,1.61
0.0004997535,0.556,0.0004997535,1.59
0.000499754,0.508,0.000499754,1.53
0.0004997545,0.508,0.0004997545,1.49
0.000499755,0.492,0.000499755,1.41
0.0004997555,0.492,0.0004997555,1.33
0.000499756,0.476,0.000499756,1.25
0.0004997565,0.476,0.0004997565,1.17
0.000499757,0.444,0.000499757,1.07
0.0004997575,0.444,0.0004997575,0.99
0.000499758,0.444,0.000499758,0.89
0.0004997585,0.444,0.0004997585,0.79
0.000499759,0.428,0.000499759,0.71
0.0004997595,0.444,0.0004997595,0.61
0.00049976,0.428,0.00049976,0.53
0.0004997605,0.412,0.0004997605,0.43
0.000499761,0.38,0.000499761,0.35
0.0004997615,0.38,0.0004997615,0.29
0.000499762,0.38,0.000499762,0.21
0.0004997625,0.396,0.0004997625,0.15
0.000499763,0.38,0.000499763,0.09
0.0004997635,0.38,0.0004997635,0.05
0.000499764,0.38,0.000499764,-0.01
0.0004997645,0.38,0.0004997645,-0.03
0.000499765,0.364,0.000499765,-0.05
0.0004997655,0.364,0.0004997655,-0.05
0.000499766,0.348,0.000499766,-0.07
0.0004997665,0.364,0.0004997665,-0.05
0.000499767,0.332,0.000499767,-0.05
0.0004997675,0.332,0.0004997675,-0.03
0.000499768,0.316,0.000499768,-0.03
0.0004997685,0.332,0.0004997685,-0.01
0.000499769,0.332,0.000499769,-0.01
0.0004997695,0.364,0.0004997695,-0.01
0.00049977,0.348,0.00049977,-0.03
0.0004997705,0.348,0.0004997705,-0.03
0.000499771,0.332,0.000499771,-0.05
0.0004997715,0.316,0.0004997715,-0.05
0.000499772,0.3,0.000499772,-0.05
0.0004997725,0.316,0.0004997725,-0.05
0.000499773,0.316,0.000499773,-0.05
0.0004997735,0.3,0.0004997735,-0.05
0.000499774,0.3,0.000499774,-0.05
0.0004997745,0.316,0.0004997745,-0.05
0.000499775,0.316,0.000499775,-0.05
0.0004997755,0.3,0.0004997755,-0.03
0.000499776,0.3,0.000499776,-0.03
0.0004997765,0.3,0.0004997765,-0.03
0.000499777,0.284,0.000499777,-0.03
0.0004997775,0.3,0.0004997775,-0.01
0.000499778,0.3,0.000499778,-0.03
0.0004997785,0.316,0.0004997785,-0.03
0.000499779,0.3,0.000499779,-0.03
0.0004997795,0.3,0.0004997795,-0.03
0.00049978,0.3,0.00049978,-0.05
0.0004997805,0.316,0.0004997805,-0.03
0.000499781,0.3,0.000499781,-0.05
0.0004997815,0.3,0.0004997815,-0.03
0.000499782,0.3,0.000499782,-0.05
0.0004997825,0.316,0.0004997825,-0.03
0.000499783,0.3,0.000499783,-0.03
0.0004997835,0.316,0.0004997835,-0.01
0.000499784,0.316,0.000499784,-0.05
0.0004997845,0.348,0.0004997845,-0.05
0.000499785,0.364,0.000499785,-0.03
0.0004997855,0.412,0.0004997855,-0.01
0.000499786,0.46,0.000499786,-0.03
0.0004997865,0.508,0.0004997865,-0.03
0.000499787,0.572,0.000499787,-0.03
0.0004997875,0.636,0.0004997875,-0.01
0.000499788,0.748,0.000499788,-0.05
0.0004997885,0.876,0.0004997885,-0.03
0.000499789,1.004,0.000499789,-0.03
0.0004997895,1.132,0.0004997895,-0.01
0.00049979,1.276,0.00049979,-0.03
0.0004997905,1.42,0.0004997905,-0.03
0.000499791,1.548,0.000499791,-0.05
0.0004997915,1.692,0.0004997915,-0.03
0.000499792,1.804,0.000499792,-0.05
0.0004997925,1.884,0.0004997925,-0.03
0.000499793,1.948,0.000499793,-0.03
0.0004997935,1.996,0.0004997935,-0.01
0.000499794,2.028,0.000499794,-0.01
0.0004997945,2.044,0.0004997945,0.03
0.000499795,2.044,0.000499795,0.05
0.0004997955,2.044,0.0004997955,0.11
0.000499796,2.044,0.000499796,0.15
0.0004997965,2.044,0.0004997965,0.21
0.000499797,2.012,0.000499797,0.29
0.0004997975,1.98,0.0004997975,0.37
0.000499798,1.948,0.000499798,0.45
0.0004997985,1.916,0.0004997985,0.53
0.000499799,1.868,0.000499799,0.61
0.0004997995,1.82,0.0004997995,0.69
0.0004998,1.756,0.0004998,0.79
0.0004998005,1.708,0.0004998005,0.87
0.000499801,1.692,0.000499801,0.95
0.0004998015,1.676,0.0004998015,1.05
0.000499802,1.66,0.000499802,1.13
0.0004998025,1.676,0.0004998025,1.21
0.000499803,1.708,0.000499803,1.29
0.0004998035,1.74,0.0004998035,1.35
0.000499804,1.788,0.000499804,1.43
0.0004998045,1.836,0.0004998045,1.49
0.000499805,1.9,0.000499805,1.53
0.0004998055,1.932,0.0004998055,1.59
0.000499806,1.948,0.000499806,1.61
0.0004998065,1.964,0.0004998065,1.63
0.000499807,1.996,0.000499807,1.65
0.0004998075,2.028,0.0004998075,1.67
0.000499808,2.012,0.000499808,1.67
0.0004998085,2.012,0.0004998085,1.65
0.000499809,1.98,0.000499809,1.65
0.0004998095,1.964,0.0004998095,1.65
0.00049981,1.916,0.00049981,1.65
0.0004998105,1.916,0.0004998105,1.65
0.000499811,1.916,0.000499811,1.65
0.0004998115,1.916,0.0004998115,1.65
0.000499812,1.9,0.000499812,1.65
0.0004998125,1.9,0.0004998125,1.65
0.000499813,1.932,0.000499813,1.65
0.0004998135,1.964,0.0004998135,1.67
0.000499814,1.996,0.000499814,1.67
0.0004998145,2.028,0.0004998145,1.65
0.000499815,2.06,0.000499815,1.65
0.0004998155,2.076,0.0004998155,1.65
0.000499816,2.092,0.000499816,1.67
0.0004998165,2.108,0.0004998165,1.67
0.000499817,2.124,0.000499817,1.67
0.0004998175,2.108,0.0004998175,1.67
0.000499818,2.092,0.000499818,1.65
0.0004998185,2.076,0.0004998185,1.65
0.000499819,2.06,0.000499819,1.65
0.0004998195,2.044,0.0004998195,1.67
0.00049982,2.028,0.00049982,1.65
0.0004998205,2.012,0.0004998205,1.63
0.000499821,1.98,0.000499821,1.63
0.0004998215,1.916,0.0004998215,1.65
0.000499822,1.852,0.000499822,1.65
0.0004998225,1.804,0.0004998225,1.65
0.000499823,1.74,0.000499823,1.65
0.0004998235,1.676,0.0004998235,1.65
0.000499824,1.612,0.000499824,1.65
0.0004998245,1.532,0.0004998245,1.65
0.000499825,1.436,0.000499825,1.65
0.0004998255,1.356,0.0004998255,1.65
0.000499826,1.26,0.000499826,1.67
0.0004998265,1.196,0.0004998265,1.67
0.000499827,1.1,0.000499827,1.65
0.0004998275,1.036,0.0004998275,1.67
0.000499828,0.956,0.000499828,1.65
0.0004998285,0.908,0.0004998285,1.65
0.000499829,0.844,0.000499829,1.63
0.0004998295,0.812,0.0004998295,1.65
0.00049983,0.764,0.00049983,1.63
0.0004998305,0.748,0.0004998305,1.63
0.000499831,0.716,0.000499831,1.63
0.0004998315,0.7,0.0004998315,1.61
0.000499832,0.668,0.000499832,1.61
0.0004998325,0.636,0.0004998325,1.61
0.000499833,0.62,0.000499833,1.65
0.0004998335,0.62,0.0004998335,1.67
0.000499834,0.62,0.000499834,1.67
0.0004998345,0.604,0.0004998345,1.65
0.000499835,0.588,0.000499835,1.65
0.0004998355,0.588,0.0004998355,1.65
0.000499836,0.572,0.000499836,1.63
0.0004998365,0.556,0.0004998365,1.61
0.000499837,0.524,0.000499837,1.57
0.0004998375,0.524,0.0004998375,1.53
0.000499838,0.508,0.000499838,1.47
0.0004998385,0.508,0.0004998385,1.39
0.000499839,0.476,0.000499839,1.31
0.0004998395,0.492,0.0004998395,1.23
0.00049984,0.46,0.00049984,1.13
0.0004998405,0.444,0.0004998405,1.05
0.000499841,0.444,0.000499841,0.95
0.0004998415,0.444,0.0004998415,0.85
0.000499842,0.428,0.000499842,0.77
0.0004998425,0.428,0.0004998425,0.67
0.000499843,0.428,0.000499843,0.59
0.0004998435,0.428,0.0004998435,0.49
0.000499844,0.412,0.000499844,0.39
0.0004998445,0.396,0.0004998445,0.33
0.000499845,0.38,0.000499845,0.25
0.0004998455,0.38,0.0004998455,0.21
0.000499846,0.364,0.000499846,0.13
0.0004998465,0.38,0.0004998465,0.07
0.000499847,0.38,0.000499847,0.03
0.0004998475,0.38,0.0004998475,0.01
0.000499848,0.364,0.000499848,-0.03
0.0004998485,0.38,0.0004998485,-0.05
0.000499849,0.364,0.000499849,-0.05
0.0004998495,0.348,0.0004998495,-0.05
0.00049985,0.332,0.00049985,-0.05
0.0004998505,0.332,0.0004998505,-0.05
0.000499851,0.316,0.000499851,-0.03
0.0004998515,0.316,0.0004998515,-0.03
0.000499852,0.316,0.000499852,-0.03
0.0004998525,0.348,0.0004998525,-0.03
0.000499853,0.332,0.000499853,-0.03
0.0004998535,0.332,0.0004998535,-0.01
0.000499854,0.348,0.000499854,-0.05
0.0004998545,0.364,0.0004998545,-0.03
0.000499855,0.316,0.000499855,-0.05
0.0004998555,0.3,0.0004998555,-0.05
0.000499856,0.284,0.000499856,-0.07
